ship_id;Ship;Tier;Class;Nation;Damage Con;Duration;Repair;Repair Duration;Repair %;Smoke;Smoke Duration;Smoke Dispersion Time;Dispersion Radius;Hydro;Hydro Duration;Hydro Range;Radar;Radar Duration;Radar Range;Engine Boost;EB Duration;Speed Increase;DFAA;DFAA Duration;DFAA DPS;MBRB;MBRB Duration;MBRB Effect;TRB;Fighter;Spotter;Hydrophone;Hydrophone Range;Sub Surveillance;SS Range;Enhanced Rudder;Res. Battery
3764270416;Juruá;6;DD;Pan-Am.;;5 s;N/A;;;3;20 s;81 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3764270832;Leone;6;DD;Italy;;5 s;N/A;;;3;30 s;118 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3764270896;T-61;6;DD;Germany;;5 s;N/A;;;3;20 s;61 s;450 m;3;100 s;4.0 km;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3764270928;Aigle;6;DD;France;;5 s;N/A;;;3;20 s;81 s;450 m;N/A;;;N/A;;;3;120 s;20%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3764271056;Gallant;6;DD;U.K.;;5 s;N/A;;;3;20 s;81 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3764271088;Monaghan;6;DD;U.S.A.;;5 s;N/A;;;3;20 s;81 s;450 m;N/A;;;N/A;;;3;120 s;8%;4;40 s;50%;N/A;;;3;N/A;N/A;N/A;;N/A;;N/A;N/A
3764303056;Huanghe;6;CA;Pan-Asia;;5 s;N/A;;;3;102 s;10 s;450 m;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;3;N/A;N/A;N/A;;N/A;;N/A;N/A
3764303152;Elli;6;CA;Europe;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3764303216;Perth;6;CA;Commonw.;;5 s;N/A;;;3;102 s;10 s;450 m;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3764303280;Canarias;6;CA;Spain;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;3;180 s;15%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3764303312;Molotov;6;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3764303600;Duca d'Aosta;6;CA;Italy;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3764303664;Admiral Graf Spee;6;CA;Germany;;5 s;3;28 s;14.0 %;N/A;;;;3;110 s;5.5 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3764303696;De Grasse;6;CA;France;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;3;180 s;15%;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3764336336;Mutsu;6;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3764336432;Prinz Eitel Friedrich;6;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3764336464;Dunkerque;6;BB;France;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3764336624;Arizona;6;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3764369200;Erich Loewenhardt;6;CV;Germany;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
3764369232;Béarn;6;CV;France;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;6;N/A;N/A;;N/A;;N/A;N/A
3765319120;Okhotnik;5;DD;U.S.S.R.;;5 s;N/A;;;3;20 s;77 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3765319664;Hill;5;DD;U.S.A.;;5 s;N/A;;;3;30 s;115 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3765351888;Krasny Krym;5;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3765352144;Yahagi;5;CA;Japan;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3765352176;Genova;5;CA;Italy;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3765352400;Exeter;5;CA;U.K.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3765352432;Rattlehead;5;CA;U.S.A.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3765384656;Oktyabrskaya Revolutsiya;5;BB;U.S.S.R.;4;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3765384944;Giulio Cesare;5;BB;Italy;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3765385168;Agincourt;5;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3765385200;Oklahoma;5;BB;U.S.A.;;20 s;4;28 s;18.5 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
3766368080;Siroco;5;DD;France;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;3;120 s;20%;N/A;;;4;15 s;-50%;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3766433072;Viribus Unitis;5;BB;Europe;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3767416176;Vampire;3;DD;Commonw.;;5 s;N/A;;;3;30 s;109 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3767416784;Campbeltown;3;DD;U.K.;;5 s;N/A;;;3;30 s;109 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3767448784;Ning Hai;3;CA;Pan-Asia;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3767449040;Oleg;3;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3767449296;Katori;3;CA;Japan;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
3767449584;Charleston;3;CA;U.S.A.;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3767482160;König Albert;3;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3767482320;Dreadnought;3;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3768465392;Smith;2;DD;U.S.A.;;5 s;N/A;;;3;30 s;106 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3768497488;Almirante Abreu;2;CA;Pan-Am.;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3768497968;Emden;2;CA;Germany;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3864933840;Delny;10;DD;U.S.S.R.;;5 s;3;28 s;14.0 %;4;30 s;100 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3865982416;Tashkent;9;DD;U.S.S.R.;;5 s;3;28 s;14.0 %;4;30 s;100 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3969824208;Petropavlovsk;10;CA;U.S.S.R.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;3;15 s;12.0 km;N/A;;;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
3969857328;Preussen;10;BB;Germany;;15 s;4;28 s;14.0 %;N/A;;;;3;120 s;6.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
3971888592;Kiev;8;DD;U.S.S.R.;;5 s;3;28 s;14.0 %;4;30 s;100 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4065212112;Kitakaze;9;DD;Japan;;5 s;N/A;;;3;20 s;93 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;3;N/A;N/A;N/A;;N/A;;N/A;N/A
4069438928;Kotovsky;5;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
4074157872;U-2501;10;SS;Germany;3;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;;8.0 km;;9.0 km;N/A;2
4074158064;Balao;10;SS;U.S.A.;3;15 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;;9.0 km;;6.0 km;2;N/A
4074649040;Grozovoi;10;DD;U.S.S.R.;;5 s;2;28 s;14.0 %;2;20 s;97 s;450 m;N/A;;;N/A;;;2;120 s;8%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4074649296;Harugumo;10;DD;Japan;;5 s;N/A;;;3;20 s;97 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;3;N/A;N/A;N/A;;N/A;;N/A;N/A
4074649392;Elbing;10;DD;Germany;;5 s;N/A;;;3;20 s;97 s;450 m;N/A;;;N/A;;;3;120 s;8%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4074649424;Marceau;10;DD;France;;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;3;180 s;20%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4074681808;Alexander Nevsky;10;CA;U.S.S.R.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;3;30 s;12.0 km;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4074682064;Yodo;10;CA;Japan;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;3;7.0 km;N/A;N/A
4074682192;Marseille;10;CA;France;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;3;180 s;20%;3;40 s;50%;4;15 s;-50%;N/A;3;N/A;N/A;;N/A;;N/A;N/A
4074682320;Goliath;10;CA;U.K.;;5 s;2;20 s;40.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4074682352;Worcester;10;CA;U.S.A.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;3;40 s;9.0 km;N/A;;;4;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
4074714832;Bungo;10;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;5;N/A;;N/A;;N/A;N/A
4074715120;Louisiana;10;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
4074747856;Audacious;10;CV;U.K.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
4075697456;Lambros Katsonis;9;DD;Europe;;5 s;N/A;;;3;20 s;93 s;450 m;N/A;;;4;10 s;9.0 km;4;90 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4075697968;Felix Schultz;9;DD;Germany;;5 s;N/A;;;3;20 s;93 s;450 m;N/A;;;N/A;;;3;120 s;8%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4075730384;Riga;9;CA;U.S.S.R.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;3;15 s;12.0 km;N/A;;;3;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
4075730640;Takahashi;9;CA;Japan;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;3;7.0 km;N/A;N/A
4075730768;Brest;9;CA;France;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;3;180 s;20%;3;40 s;50%;4;15 s;-50%;N/A;3;N/A;N/A;;N/A;;N/A;N/A
4075730896;Drake;9;CA;U.K.;;5 s;2;20 s;40.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
4075730928;Seattle;9;CA;U.S.A.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;3;35 s;9.0 km;N/A;;;4;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
4075763408;Adatara;9;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;5;N/A;;N/A;;N/A;N/A
4075763504;Prinz Rupprecht;9;BB;Germany;4;10 s;3;28 s;14.0 %;N/A;;;;3;110 s;5.5 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4075763664;Duncan;9;BB;U.K.;;15 s;3;20 s;40.0 %;N/A;;;;N/A;;;N/A;;;3;120 s;8%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4075763696;Delaware;9;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
4076255024;U-190;8;SS;Germany;3;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;;7.0 km;;9.0 km;N/A;2
4076255216;Salmon;8;SS;U.S.A.;3;15 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;;8.0 km;;6.0 km;2;N/A
4076745936;Siliwangi;8;DD;Pan-Asia;;5 s;N/A;;;5;30 s;70 s;450 m;3;110 s;5.5 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4076746032;Split;8;DD;Europe;;5 s;N/A;;;3;20 s;89 s;450 m;N/A;;;4;10 s;9.0 km;4;90 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4076746192;Ognevoi;8;DD;U.S.S.R.;;5 s;2;28 s;14.0 %;2;20 s;89 s;450 m;N/A;;;N/A;;;2;120 s;8%;4;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4076746544;Gustav-Julius Maerker;8;DD;Germany;;5 s;N/A;;;3;20 s;89 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4076778960;Tallinn;8;CA;U.S.S.R.;;5 s;N/A;;;N/A;;;;3;100 s;5.0 km;3;15 s;12.0 km;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4076779216;Shimanto;8;CA;Japan;;5 s;N/A;;;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;3;6.0 km;N/A;N/A
4076779344;Cherbourg;8;CA;France;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;3;180 s;20%;3;40 s;50%;4;15 s;-50%;N/A;3;N/A;N/A;;N/A;;N/A;N/A
4076779472;Albemarle;8;CA;U.K.;;5 s;2;20 s;40.0 %;N/A;;;;3;100 s;5.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
4076779504;Cleveland;8;CA;U.S.A.;;5 s;N/A;;;N/A;;;;3;100 s;5.0 km;3;27 s;9.0 km;N/A;;;4;40 s;50%;N/A;;;N/A;3;4;N/A;;N/A;;N/A;N/A
4076811984;Yumihari;8;BB;Japan;;10 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;5;N/A;;N/A;;N/A;N/A
4076812080;Zieten;8;BB;Germany;4;10 s;3;28 s;14.0 %;N/A;;;;3;110 s;5.5 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4076812240;Hawke;8;BB;U.K.;;15 s;4;28 s;16.8 %;N/A;;;;N/A;;;N/A;;;3;120 s;8%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4076812272;Nebraska;8;BB;U.S.A.;;20 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
4077794608;Grom;7;DD;Europe;;5 s;N/A;;;3;20 s;85 s;450 m;N/A;;;N/A;;;4;90 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4077794768;Minsk;7;DD;U.S.S.R.;;5 s;2;28 s;14.0 %;3;20 s;85 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4077795024;Shiratsuyu;7;DD;Japan;;5 s;N/A;;;3;20 s;85 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;3;N/A;N/A;N/A;;N/A;;N/A;N/A
4077795120;Z-31;7;DD;Germany;;5 s;N/A;;;3;20 s;85 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4077827792;Omono;7;CA;Japan;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;3;6.0 km;N/A;N/A
4077828048;Surrey;7;CA;U.K.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;4;N/A;;N/A;;N/A;N/A
4077828080;Helena;7;CA;U.S.A.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;4;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
4077860656;Prinz Heinrich;7;BB;Germany;4;10 s;3;28 s;14.0 %;N/A;;;;3;110 s;5.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4077860816;Rooke;7;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;120 s;8%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4078352176;U-69;6;SS;Germany;3;5 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;;7.0 km;;9.0 km;N/A;2
4078352368;Cachalot;6;SS;U.S.A.;3;15 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;;8.0 km;;6.0 km;2;N/A
4078843184;Stord;6;DD;Europe;;5 s;N/A;;;3;20 s;81 s;450 m;N/A;;;N/A;;;4;90 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4078843344;Gnevny;6;DD;U.S.S.R.;;5 s;2;28 s;14.0 %;3;20 s;85 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4078843600;Hatsuharu;6;DD;Japan;;5 s;N/A;;;3;20 s;81 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4078876368;Gokase;6;CA;Japan;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;3;N/A;N/A;;3;5.0 km;N/A;N/A
4078876624;Devonshire;6;CA;U.K.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4078876656;Dallas;6;CA;U.S.A.;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;4;40 s;50%;N/A;;;N/A;3;N/A;N/A;;N/A;;N/A;N/A
4078909232;Mackensen;6;BB;Germany;4;10 s;3;28 s;14.0 %;N/A;;;;3;110 s;5.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4078909392;Renown;6;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;120 s;8%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4079891760;Muavenet;5;DD;Europe;;5 s;N/A;;;3;20 s;77 s;450 m;N/A;;;N/A;;;4;90 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4079891920;Podvoisky;5;DD;U.S.S.R.;;5 s;2;28 s;14.0 %;3;20 s;85 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4079924944;Agano;5;CA;Japan;;5 s;N/A;;;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;N/A;;;N/A;;;N/A;3;N/A;N/A;;3;5.0 km;N/A;N/A
4079925200;Hawkins;5;CA;U.K.;;5 s;3;28 s;14.0 %;N/A;;;;3;100 s;4.0 km;N/A;;;N/A;;;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4079957808;Derfflinger;5;BB;Germany;4;10 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4079957968;Tiger;5;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4081006384;Moltke;4;BB;Germany;4;10 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4081006544;Queen Mary;4;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4081039312;Hermes;4;CV;U.K.;;30 s;N/A;;;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;4;N/A;N/A;;N/A;;N/A;N/A
4082054960;Von der Tann;3;BB;Germany;4;10 s;3;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4082055120;Indefatigable;3;BB;U.K.;;15 s;4;28 s;14.0 %;N/A;;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4178457808;Kunming;11;DD;Pan-Asia;;5 s;N/A;;;5;30 s;70 s;450 m;N/A;;;3;25 s;7.5 km;3;120 s;8%;N/A;;;N/A;;;2;N/A;N/A;N/A;;N/A;;N/A;N/A
4178457904;Dalarna;11;DD;Europe;;5 s;3;14 s;14.0 %;N/A;;;;N/A;;;N/A;;;3;120 s;8%;3;40 s;50%;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4178458064;Zorkiy;11;DD;U.S.S.R.;;5 s;3;28 s;14.0 %;4;30 s;100 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4178458320;Yamagiri;11;DD;Japan;;5 s;N/A;;;3;20 s;97 s;450 m;N/A;;;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
4178458416;Z-57;11;DD;Germany;;5 s;N/A;;;3;20 s;81 s;450 m;3;120 s;7.0 km;N/A;;;3;120 s;8%;N/A;;;N/A;;;N/A;N/A;N/A;N/A;;N/A;;N/A;N/A
